COMMUNE;NUMERO_TOUR;DATE_ELECTION;NOM_LIEU;" Inscrits	";" Emargés	";" Abstentions	";" Votants	";" Blancs	";" Nuls	";" Exprimés	"; MESLOT; PHEULPIN; JABER; CHEVALIER; CLAVEQUIN; NASSAR; FLEURY
BELFORT;1;15/03/2020; A-1 - Hôtel de Ville;894;376;518;376;2;7;367;164;7;52;11;34;63;36
BELFORT;1;15/03/2020; A-2 - Salle des Fêtes;1135;465;670;465;4;6;455;272;3;34;17;31;51;47
BELFORT;1;15/03/2020; B-1 - Groupe Scolaire Victor Hugo;1105;408;697;408;3;4;401;180;4;45;5;49;81;37
BELFORT;1;15/03/2020; B-2 - Groupe Scolaire Victor Hugo;1094;432;662;432;9;8;415;215;3;31;12;38;79;37
BELFORT;1;15/03/2020; C-1 - Ecole Victor Schoelcher;1084;407;677;407;5;6;396;221;7;34;16;33;58;27
BELFORT;1;15/03/2020; C-2 - Maison du Peuple;694;271;423;271;6;7;258;132;5;19;11;28;46;17
BELFORT;1;15/03/2020; C-3 - Maison du Peuple;908;376;532;376;9;5;362;202;7;39;14;19;54;27
BELFORT;1;15/03/2020; D-1 - Groupe Scolaire Châteaudun;1018;352;666;352;5;3;344;200;1;24;12;29;52;26
BELFORT;1;15/03/2020; D-2 - Groupe Scolaire Châteaudun;774;267;507;267;4;4;259;141;4;19;5;18;46;26
BELFORT;1;15/03/2020; D-3 - Groupe Scolaire Châteaudun;836;273;563;273;3;3;267;153;5;20;30;9;29;21
BELFORT;1;15/03/2020; E-1 - Groupe scolaire R. Aubert;972;309;663;309;3;8;298;163;8;30;3;22;33;39
BELFORT;1;15/03/2020; E-2 - Groupe scolaire R. Aubert;970;299;671;299;9;3;287;136;5;31;15;17;63;20
BELFORT;1;15/03/2020; E-3 - Groupe scolaire R. Aubert;757;223;534;223;9;5;209;109;6;21;7;11;34;21
BELFORT;1;15/03/2020; F-1 - Maison de l'Enfant;818;318;500;318;3;6;309;133;8;34;19;26;66;23
BELFORT;1;15/03/2020; F-2 - Groupe scolaire Emile Géhant;962;332;630;332;4;17;311;157;21;26;11;13;46;37
BELFORT;1;15/03/2020; G-1 - Groupe scolaire H. Metzger;631;231;400;231;3;5;223;90;7;41;19;19;34;13
BELFORT;1;15/03/2020; G-2 - Groupe scolaire H. Metzger;715;250;465;250;4;7;239;93;6;42;32;14;33;19
BELFORT;1;15/03/2020; H-1 - Annexe du Collège Léonard de Vinci;871;338;533;338;14;6;318;149;5;55;11;19;54;25
BELFORT;1;15/03/2020; J-1 - Groupe scolaire René Rucklin;756;217;539;217;3;9;205;82;2;56;11;10;25;19
BELFORT;1;15/03/2020; J-2 - Groupe scolaire René Rucklin;850;262;588;262;5;3;254;93;12;64;16;17;23;29
BELFORT;1;15/03/2020; K-1 - Groupe scolaire Louis Pergaud;894;247;647;247;6;3;238;72;3;69;4;32;19;39
BELFORT;1;15/03/2020; K-2 - Groupe scolaire Louis Pergaud;532;149;383;149;4;3;142;59;0;30;4;10;15;24
BELFORT;1;15/03/2020; L-1 - CCS des Barres et du Mont;754;303;451;303;4;4;295;135;4;36;15;21;54;30
BELFORT;1;15/03/2020; L-2 - Ecole maternelle des Barres;784;292;492;292;3;5;284;124;6;31;17;23;57;26
BELFORT;1;15/03/2020; L-3 - Ecole primaire des Barres;674;232;442;232;4;8;220;98;6;34;13;13;41;15
BELFORT;1;15/03/2020; M-1 - Ecole Maternelle Saint Exupéry;1033;319;714;319;18;4;297;97;6;89;4;19;22;60
BELFORT;1;15/03/2020; N-1 - Gymnase SERZIAN;883;309;574;309;3;12;294;164;2;29;8;20;36;35
BELFORT;1;15/03/2020; N-2 - Maison de Quartier des Forges;1106;496;610;496;7;9;480;211;4;51;11;44;72;87
